sentence,label
제가 조심해야 할 부분이 있나요?[SEP]어떤 걸 주의하면 되죠?[SEP]신경써야할 게 있나요?[SEP]주의사항은 여기 써있는게 다인거죠?[SEP]당구장 이제 다 금연 구역인거 맞죠?,2
전 자전거 타는 거 좋아해요.[SEP]여름에 매주 75마일 정도는 탈 거예요.[SEP]그렇지만 예외가 있잖아요.[SEP]날씨라든가.[SEP]아니면 시간이 없다던가.,3
1982년까지[SEP]사실 그때가 아닌 것 같아.[SEP]어쨌든. [SEP]1982년인지 1983년인지 그쯤인 것 같은데.[SEP]나도 할머니가 있다는 걸 알았어.,6
덧신 이게 다예요?[SEP]이런 덧신도 있고 전원주 덧신도 있고 페이크 덧신도 있어요[SEP]겨울에 양모 들어간 거 있던데?[SEP]없어요[SEP]좀 더 예쁜 거 하트 들어간 거 있나요?,2
우린 심지어 날이 추워질 때면 웃어버리곤 한다니까.[SEP]돌아다니는 것에 익숙해서인지 우린 가벼운 옷을 입고 재킷을 안 입어.[SEP]아하 그렇구나.[SEP]멋지네.[SEP]진짜 다르지.,6
우리의 자동차 대금은 우리의 학자금 대출과 맞먹습니다.[SEP]우리가 하고 싶은 것은 내년에 같은 차를 계속 유지하면서.[SEP]학자금 대출을 갚고.[SEP]그 자동차 대금을 반으로 나눠서.[SEP]두 대출에 대한 대금을 두 배씩 갚는 것입니다.,0
"멕시코 만의 새우와 같군요.[SEP]네, 그래요.[SEP]어떤 곳에서는 스테이크만큼 저렴하죠.[SEP]오, 더 저렴하죠.[SEP]2.5kg짜리 랍스터를 3만 원에 살 수 있는 식당들이 많이 있습니다.",1
그래서 소스가 아주 진하지는 않아.[SEP]그레이비에 옥수수 전분을 넣는 것과 같아.[SEP]중국요리에서 쓰는 것처럼.[SEP]농도가 좀 달라지지.[SEP]미트볼은 얼마나 익혀야 해?,1
사람들이 말하는 소위 풀타이머야.[SEP]내 차는 미친 듯이 기름을 먹거든.[SEP]갤런당 7마일밖에 못 가.[SEP]나는 휘발유세를 계속 올린다는 사실이 너무 화나. [SEP]그들이 뭐라고 부르더라.,4
이거 전화로 어렵네요.[SEP]진짜로요.[SEP]이해해요. [SEP]저는 전혀 그렇게 생각하지 않아요.[SEP]우리가 세금을 많이 지불하든 그렇지 않든 간에 그 질문은 반드시 해야 하죠.  ,0
"아주 괜찮아.[SEP]진짜 괜찮아.[SEP]내가 만들기 싫어하는 디저트 중 하나가 그거거든.[SEP]아, 그래?[SEP]그게 내가 제일 좋아하는 건데.",1
그건 그냥 계속 벌어지는 일 중 하나입니다.[SEP]네.[SEP]저는 잘은 모르겠지만.[SEP]적어도 마약 중독은 치료될 수 있는 반면에 에이즈는 아직까지 치료가 안되잖아요.[SEP]그래서 글쎄요.,4
저는 베이비시터가 여기서 두 블록밖에 안 떨어진 곳에 살고 있으니까.[SEP]유치원에 가서 아들을 데려올 거라고 생각했죠.[SEP]저는 남편에게 아이를 데려오고 일을 처리하도록 하려고 했어요.[SEP]아이는 열이 104도까지 올라갔었죠.[SEP]선생님들은 아이가 학교에 있으면 안 되기에 아무것도 해줄 수 없었어요.,6
"3명이 들어갈 시 추가금이 붙나요?[SEP]네, 삼만 원의 추가요금이 있어요[SEP]5월 3일부터 5일까지 숙박 예약이 가능한가요?[SEP]네, 예약 가능하세요[SEP]수요일에 세 명 예약 부탁드려도 되나요?",5
아마 다른 부부와 아이들이랑 갈 것 같아.[SEP]내가 잘은 모르겠는데 잠잘 수 있는 콘도에 침실이 세 개 아니면 두 개가 딸린 거 같거든.[SEP]음.[SEP]한 커플당 1주일 머무르는 데 300달러 정도 들 것 같아.[SEP]그거 괜찮네.,5
"난 엄청 많이 하고 그러진 않았어.[SEP]아기 생기기 전에 많이 했었지.[SEP]그렇지, 아이들이 생기면 어렵지.[SEP]공예를 하면 아이들에게 멋진 물건을 만들어 줄 수 있지.[SEP]아기가 있을 때를 생각했어.",1
12만 원이에요[SEP]롯데카드 할인 혜택 있나요?[SEP]롯데카드 할인 혜택은 따로 없어요[SEP]따로 할인 이벤트 하고 있는 건 없나요?[SEP]카카오 페이로 결제 시 1% 캐시백 드리는 할인 이벤트는 진행 중에 있어요,5
형편없는 의료 서비스를 받게 될 거야.[SEP]그들이 널 치료해 주겠지.[SEP]맞는 말이야.[SEP]만약 네가 장로회에 그렇게 나타난다면 같은 일이 일어날 거야.[SEP]파크랜드를 지나가는 환자가 있으면 마지막 순간에 그들이 찾아오지.,4
내가 처음 시작한 프로젝트는 큰 작업이었어.[SEP]한 여성에 대한 거였어.[SEP]무릎을 꿇고 있는 여자.[SEP]15x20 정도 크기였을 거야.[SEP]어머나.,1
"체크인하고 체크아웃시간이 어떻게 되요?[SEP]숙박은 12시 퇴실이에요[SEP]4시쯤에 입실 할 수 있나요?[SEP]네, 토요일 오후 3시로 예약 잡을게요[SEP]아침 식사 할 곳 있나요?",5
어느 날 신용카드 계약서를 봤어요.[SEP]이건 뭐 이자가 23%가 붙더라구요.[SEP]맙소사![SEP]그것이 제가 서둘러 갚은 청구서였어요.[SEP]물론이죠.,0
윗몸 일으키기도 당연히 하죠.[SEP]그게 정말 저는 티가 나기 시작하더라구요.[SEP]저는 나잇살이 찌고 있어요.[SEP]맞아요.[SEP]그게 모든 사람들의 가장 큰 문제인 것 같아요.,1
"작년은 힘든 해였습니다.[SEP]저는 큰 비용을 썼어요.[SEP]그 비용이 작았더라면 좋겠지만요.[SEP]아시다시피 일정 마일을 타면 브레이크, 쇼크 업소버 등 모든 것을 교체해야 하죠.[SEP]작년에 그 모든 걸 다 교체했어요.",6
에스티스 공원과 콜로라도 스프링스에 갈 거야.[SEP]한 번은 콜로라도 남쪽 끝의 두랑고와 그 지역의 북쪽을 여행한 적이 있거든.[SEP]참 방문하기 좋은 장소였어.[SEP]정말 멋졌어.[SEP]예전에 은광 채굴을 많이 했던 실버톤 시로 향하는 진짜 멋진 기차 여행이 있었어.,5
그런 습관들 때문에 더 늙게 되죠.[SEP]흡연은 빨리 늙게 만들죠.[SEP]맞아요.[SEP]입술 주변에 잔주름이 생기거든요.[SEP]물론이죠.,3
당좌계좌에서 인출하는 것을 잊어버리죠.[SEP]그래서 저는 당좌계좌에 조금씩 비자금이 남게 돼요. [SEP]계좌에 표시된 잔액은 항상 실제 남은 돈과 조금 다른겁니다.[SEP]그게 저에게 실수할 여지를 만들어 주는 것 같아요.[SEP]저 이 말은 해야겠어요.,0
1피트 정도됐어요.[SEP]무서워서 죽을 뻔했어요.[SEP]그런 건 본 적이 없었어요.[SEP]30분에서 45분 정도 낚시를 더 했는데 흰 물고기 몇 마리를 잡았어요. [SEP]전 뭔가 비교적 묵직한 걸 느꼈어요.,3
"예약 번호 좀 알려주실래요?[SEP]예약번호는 #전화번호#입니다[SEP]6시 반에 모닝콜 해주실 수 있나요?[SEP]네, 모닝콜 해드릴게요[SEP]조식 서비스도 추가하고 싶은데요",5
내 경험상 요양원으로 들어가는 대부분의 사람들이 빨리 돌아가시는 것 같아.[SEP]일단 그곳에 들어가면 희망을 포기하기 때문인지.[SEP]이유는 잘 모르겠어.[SEP]요양원에 사는 평균 기간은 6개월 정도라고 생각해.[SEP]요양원에 가는 큰 이유는 그들이 도움이 필요해서 일 거야.,6
그런 기계들은 사용해 본 적이 없어요.[SEP]저는 주로 평범한 기계와 프리 웨이트를 사용해요.[SEP]예를 들어 5파운드나 8파운드짜리 역기요.[SEP]이두박근이나 삼두박근 운동을 하시나요?[SEP]윗몸 일으키기도 당연히 하죠.,1
천이 좀 두껍게 나온건데 그것도 봄 신발이예요[SEP]이거는 메이커 같네 그지요?[SEP]네 맞아요[SEP]이건 여름용이네요?[SEP]더운 나라에 여행가는 사람들이 있어서 꺼내놨어요,2
립 제품은 따듯한 곳에 보관해도 되나요?[SEP]이니스프리 포인트 얼마나 남았나요? 사용 되나요?[SEP]포인트 결제하려면 바코드 필요 한가요?[SEP]온라인에서도 포인트 결제 되나요?:[SEP]이 쿠션은 자외선 차단 기능 제품인가요?,5
"물은 일 인당 몇 개예요?[SEP]객실에 예약을 네분 하시면 기본적으로 네 병이 들어가 있어요[SEP]물을 더 받을 수도 있나요?[SEP]물을 더 받으실 수도 있고, 칠층에 정수기도 있어요[SEP]애완견 저희가 데리고 가면 안 되나요?",5
찾으시는 거 있으세요?[SEP]이거는 그거에요? 지갑 처럼?[SEP]카드 세 장 들어갈 수 있어요[SEP]지갑 같이 된건 없어요?[SEP]지갑식으로 찾으세요?,2
난 동물을 좋아해.[SEP]아직은 안 키워.[SEP]구 개월짜리 아기가 있고 곧 또 한 명을 낳을거라.[SEP]애들이 조금 더 크면 키우자 생각했지.[SEP]그래.,1
제가 입을만한 옷 있을까요?[SEP]뭐를 찾으십니까?[SEP]이 조끼 안에 입을만한 옷이요[SEP]남방 같은 거 어떠세요?[SEP]점잖아 보인다,2
무슨 말인지 이해해요. [SEP]저는 제가 좋아하는 어떤 분위기가 있어요.[SEP]잘 차려진 음식이 좋아요.[SEP]패스트푸드 햄버거 같은 건 전부 좋아하지 않아요.[SEP]저도 그래요.,1
이 티셔츠는 어떤 바지랑 어울려요?[SEP]청바지 반바지 긴바지 흰 바지 다 잘 어울립니다[SEP]티셔츠는 못 입어보죠?[SEP]입을 수는 있는데 조금 조심해서 입어주세요[SEP]적립되는 카드나 할인되는 카드가 있나요?,2
기모도 돼 있는 거 찾으시는 거예요?[SEP]네 기모요[SEP]몇 호 입으시는데요?[SEP]105 사이즈[SEP]여자 105 사이즈는 없어요,2
"하지만 밖에 나오려면 우리 엄마들에게 있는 것이라 해봐야 소소한 옷차림밖에 없어.[SEP]테니스화나 단화, 타이즈, 애들하고 지내기 편한 것들이 전부야.[SEP]테니스화는 좀 아닌 것 같긴해도 신을 수 있어.[SEP]그치, 그럴 것 같아.[SEP]분명히 그러겠지.",6
디럭스 패밀리룸 같은 경우 삼월 삼십일이 토요일이라 십팔만원이에요[SEP]편의시설은 어떤 게 있나요?[SEP]아침에 조식 드실 수 있으세요[SEP]룸 가격에 조식은 포함된 건가요?[SEP]조식은 정 인원에 무료로 제공을 해드리고 있어요,5
이건 일종의.[SEP]여기 텍사스에서 이 부츠를 신는다고 말할 수는 없는데 말이야.[SEP]카우보이 부츠는 아니지만 정말 예쁜 신발이야.[SEP]비가 올 때 발을 편안하고 따뜻하게 지켜주지.[SEP]아.,6
2인실 방 있나요?[SEP]2인실 침대방으로 할 게요[SEP]방에 혹시 아기침대도 있나요?[SEP]아기침대는 없어요[SEP]현금영수증 되나요?,5
상어도 잡아야 할 규격이 제한되어 있나요?[SEP]그게 스포츠 낚시 같은 거예요?[SEP]정말 상어를 잡을 수 있나요?[SEP]제한은 없어요.[SEP]제한이 있지 않나?,3
"농담하는 거예요.[SEP]저 되게 웃기죠.[SEP]음, 예산도 있고 좀 더 자세히 보면.[SEP]재무 분석가, 재무 관리자가 있습니다.[SEP]제 생각에는 지금 재정 기획자들이 지금 교육받고 있어요.",0
몇 가지 아주 좋은 의료서비스와 부족한 의료서비스를 제공했다고 생각합니다.[SEP]때에 따라서는 의료서비스의 부재가 시장의 힘에 기인하죠.[SEP]제 생각엔 그건 필연적입니다.[SEP]그것은 단지 시간문제이고 실수예요.[SEP]둘 다 불가피하죠.,4
왜죠?[SEP]그렇게 하기가 두렵기 때문인가요? 아니면 전에 그렇게 해보셨나요?[SEP]처음이라면 아마 정말 오래 걸릴 거예요.[SEP]글쎄요.[SEP]그렇진 않았어요.,6
정부에서 운영하는 건강 보험이나 의료보험은 좀 미심쩍어.[SEP]정부가 넘겨받으면 항상 더 열악해졌거든. [SEP]아마 6배 정도 더 비쌀 거야.[SEP]지극히 사실이지.[SEP]그런데 모든 사람이 자동으로 보험에 가입되는 캐나다 같은 곳들은 어떤지 좀 궁금해.,4
네 자체 공장이 있기 때문에 무상으로 계속해드려요[SEP]이것도 여성용이에요?[SEP]네[SEP]이런 게 이름이 뭐라고요?[SEP]로퍼요 이런게 단화고요,2
"저희는 셔틀버스는 없어요[SEP]자차 이동 시에 호텔 측에서 발레파킹도 해주나요?[SEP]비즈니스호텔은 발레파킹, 벨맨, 룸서비스가 제공되지 않아요[SEP]호텔에 묵게 된다면 편의시설은 어떤 거 있나요?[SEP]저희는 아침 식사 바, 커피숍이 있어요",5
"세금 고지서가 들어오면 그만큼 따로 떼어 둬요.[SEP]이것도 예산 편성의 한 방법인 것 같습니다.[SEP]네, 그렇습니다.[SEP]저도 더 긴 기간으로 비슷하게 예산을 편성합니다.[SEP]저는 제가 저축할 목표 금액이 있습니다.",6
일부러 그렇게 만들었습니다[SEP]이거 밖에는 인조 퍼예요?[SEP]양모가죽이에요 양쪽으로요[SEP]아 이게 양모예요?[SEP]네 싸게 붙여서 나오는 거하고 다릅니다,2
어떤 명분이든 써야 하죠.[SEP]기본적으로 더 건강해야 더 오래 살 수 있으니까요.[SEP]옳아요.[SEP]하루에 조금씩만 나를 위해 쓰면 더 오래 살고 더 길게 주변에 있게 되는 거예요.[SEP]나중에 후회하지 말고 자신을 위해 일 이십 분 정도 시간을 내서 즐겁게 보내는 게 좋아요.,3
그냥 학교 갈 때 입는 아무 옷이나 입을 수 있어요.[SEP]저는 단정하지만 편하게 옷을 입으려고 해요.[SEP]따뜻한 날씨에는 항상 반바지에 티셔츠나 셔츠 같은 그런 것들을 입죠.[SEP]겨울에는 청바지나 긴 바지를 입습니다.[SEP]저는 주로 아시다시피 대학은 대개 캐주얼한 분위기라서.,6
멋지네.[SEP]중국은 약간 더 도전적이었어.[SEP]근데 항상 길잡이를 고용했기 때문에 어떤 면에서는 더 큰 도전은 아니었어.[SEP]나 혼자 따로 빠져나간 적도 별로 없었고.[SEP]그렇구나.,5
팔찌 종류 있을까요?[SEP]행사하는 거는 이 쪽에 두 가지 있고 아니면 기본 두 줄짜리가 여기 있습니다[SEP]행사도 해요?[SEP]네 품목별로 두 가지씩 세일을 많이 해드리고 있어요[SEP]근데 이거 부엉이 너무 이뻐요 얘는 18k에요?,2
"제 말은, 저도 차를 사요. [SEP]제가 가졌던 자동차는 연식이 16년 정도 돼서 폐차시킨 게 가장 최근 거에요.[SEP]사람들은 저를 창피하게 생각했어요.[SEP]그 차는 좋은 차였다고요.[SEP]여전히 잘 달렸을 거고요.",0
내용을 이해하게 되면 극장에서 재밌게 볼 수 있어.[SEP]그렇구나.[SEP]요즘 댈러스 오페라는 모든 공연에 슈퍼 타이틀을 제공해.[SEP]그게 뭔데?[SEP]무대 위쪽 스크린에 영어 번역을 띄우는 거야.,1
"아니면.[SEP]음, 그래.[SEP]예를 들면.[SEP]무슨 뜻이야?[SEP]""다이하드 2"" 같은 것 말하는 거니?",1
"항상 그런 식으로 갔었어.[SEP]해외에 갈 때 충분히 돈을 쓰는 상황이 생겨서 말이지.[SEP]듣고 보니 맞는 말이네. 정말 그렇네.[SEP]우리 가족이 파나마에도 갔었거든.[SEP]오, 흥미롭군.",5
집에는 보낼 수 없거든.[SEP]집에 보내면 주 연방은행이나 연준에서 수당을 깎아버려.[SEP]매일 학급에 일정 수의 아이들이 있어야 해.[SEP]그냥 숫자놀음이야.[SEP]내 생각에 그러면 안 돼.,4
"차라리 비행기를 타고 거기로 가는 게 나은 것 같아.[SEP]그건 나한테 별로 도움이 안 돼.[SEP]그렇구나.[SEP]잘 모르겠지만 뭐 그런 것들도 좋아.[SEP]그래, 그런 것들도 좋지.",5
신정에 쉬세요?[SEP]이번 추석에는 언제 쉬세요?[SEP]일요일 마다 쉬나요?[SEP]이번 연휴에는 문 여나요?[SEP]배송시키면 포장은 어떻게 되나요?,5
나를 더욱 사로잡는 것은 클래식 음악에 빠져있는 사람들의 태도야.[SEP]나도 공감해.[SEP]그럼 너는 어떤 타입의 클래식 음악을 좋아하니?[SEP]기준이 뭐야?[SEP]나는 바흐의 음악을 좋아해.,1
"응, EDS는 머리 모양에 대해 매우 까다로워.[SEP]우와.[SEP]그런 얼굴 털과 수염을 가질 수 없다는 식으로 정말 세세했어.[SEP]그게 일하기 좋은 환경인지 잘 모르겠네.[SEP]나는 다른 사람에 대해서는 잘 몰라.",6
"청소년이 사용할 건데, 요즘애들은 이거 어떻게 써요?[SEP]맥 립스틱이랑 비슷하게 나온 제품 있다던데, 어디있나요?[SEP]페리페라 처럼 매트한거 다른 브랜드는 없나요?[SEP]알로에 수분 크림 토니모리꺼 말고 다른 거 있나요?[SEP]아이이너 혹시 펜슬말고 다른 거 있나요?",5
발열 내의는 이거 하나밖에 없어요[SEP]이 땡땡이는 얼마예요?[SEP]1만 2000원입니다[SEP]이거는 윗도리 하나예요 아니면 세트인가요?[SEP]바지하고 한 벌인데 이거는 프리사이즈예요,2
네 그렇게 해보세요[SEP]이게 순금인지 18케이인지 한 번 봐주시겠어요?[SEP]18케이입니다[SEP]팔찌 좀 굵은 걸로 석 돈짜리로 한 번 봐주시겠어요?[SEP]세 돈은 굵은 스타일로 안됩니다,2
5년이라는 시간은 문제가 아닙니다.[SEP]단지 이자를 더 낸다고 해서 5년이 그렇게 나쁜 것은 아니예요.[SEP]당신의 매달 지불금은 더 적잖아요.[SEP]맞아요.[SEP]한 달에 2만 원 정도만 더 높을 뿐이겠지만요.,0
"아니, 그런 적 없어.[SEP]아는 사람이 있는데 아주 만족해하고 있어.[SEP]네가 할 수 있는 일을 알려줬어.[SEP]단지 휴대하기 좋은 도구일 뿐이야.[SEP]매우 편리하게 해줘.",6
"와, 대단해요.[SEP]하지만 저는 또다시 너무도 아프신 아버지를 대면하고 있어요.[SEP]저의 어머니와 아버지는 콜로라도에 거주하고 계시지요.[SEP]어머니가 아버지를 돌보고 있어요.[SEP]이게 얼마나 더 지속될 수 있을지 모르겠어요.",6
회원이 아닌 일반인들은 예약이 불가한가요?[SEP]어린이날은 추첨이라 일반인들은 예약이 안 되고 당일에 취소하신 분들이 있으면 예약이 가능하세요[SEP]미리 예약을 걸어 놓을 수 있나요?[SEP]대기라는 게 따로 없고 당일날 취소하시는 분이 있을 경우에만 가능하세요[SEP]당일날 취소 건이 있는지 잘 모르는데 계속 전화를 해보는 수밖에 없나요?,5
저는 그게 정말로 그리울 것 같아요.[SEP]저도요.[SEP]외식하러 나갈 때면 작은 휴가 같기도 해요.[SEP]여러 가지 경험의 집합체처럼요.[SEP]물론 음식이 맛있기를 원하죠.,1
"커플 티셔츠야.[SEP]티셔츠가 아주 귀여웠어.[SEP]빨래를 했더니, 물론 뒤집어 빨고 조심을 했지만, 장식들이 떨어졌어.[SEP]그럴 거야.[SEP]오, 정말.",1
그런데 그 애가 다른 많은 관심사가 생겼어.[SEP]제일 먼저 그만두는 게 됐지.[SEP]피아노는 여전히 좋아해.[SEP]밴드 활동도 해.[SEP]그 애는 취미랑 하는 활동이 아주 많지.,1
"우리가 딱 그렇게 살아요.[SEP]우리가 여기서 정말 즐기고 있는 한 가지는 뒤쪽에 온수 욕조를 가지고 있다는 것입니다.[SEP]꽤 여러 번 파티를 열었는데 우리 주변에 사는 사람들은 모든 대화 내용을 다 들은 것 같더군요.[SEP]흠, 이건 사실이에요.[SEP]제가 달갑지 않은 것 한 가지는 집들이 너무 가까이 함께 있다는 거예요.",6
20명 되는데 몇 판정도 하면 되지요?[SEP]라지 사이즈 하시면 8조각 나오거든요[SEP]두 조각 정도 먹게 해야 하지 않겠어요? 초등학교 3학년인데[SEP]그러면은 5판하면 40조각 나오고 선생님하고 먹게 되면 한 판을 더 해야 할텐데요[SEP]선생님은 별도로 시키려구요,1
드라이브 풀리를 사용하도록.[SEP]도르래 시스템을 바꾸는 거였어.[SEP]내가 유일하게 발견한 건 첫 번째 언더 드라이브 풀리 세트가 주조 알루미늄도 아니었다는 거야.[SEP]그건 압축 알루미늄이었어.[SEP]진동감쇠기 말하는 거야?,6
"엑스트라 베드 추가할 경우 추가 요금이 발생하나요?[SEP]네, 2만 원 추가 요금 발생해요[SEP]오늘 밤 3명 숙박 예약 가능할까요?[SEP]네, 예약해드리겠습니다[SEP]부가세는 별도인가요?",5
가슴 있는 쪽이 좀 벌어졌네요?[SEP]이너웨어를 하나 입어주세요[SEP]안에 속치마는 다 있죠?[SEP]네 있어요[SEP],2
그러나 가족적인 환경에 더 가까울 것입니다.[SEP]그런 일을 하는 제 나이 절반쯤인 젊은 사람들이 있어요.[SEP]오.[SEP]그들이 들어와서 함께 사는 건가요?[SEP]그런 모습도 쉽게 그려지네요.,6
"지금 떡 주문하면 오늘 나온 떡 찾아갈 수 있나요?[SEP]당일 떡 받으려면 몇 시까지 연락 드려야하나요?[SEP]당일 떡은 바로 당일에 파시는 건가요?[SEP]영수증 필요한데 될까요?[SEP]영수증을 안 주셨는데, 확인 부탁드려도 될까요?",5
전 그런 거에 상관하지 않아요.[SEP]나가서 그냥 할 수 있어요.[SEP]아 전 못해요.[SEP]더우면 못 하겠죠.[SEP]비가 오면 빗속에서 달리는 걸 좋아해요.,3
흥미롭네.[SEP]옛날엔 티스푼이었는데 말이야.[SEP]맞아.[SEP]그런 걸  모은 적 없어. 정말 없어.[SEP]뮤직박스는 흥미롭네.,1
먼저 시작할래?[SEP]나는 요즘 노래를 많이 알진 못해.[SEP]나는 계속 학교에 있었어.[SEP]나가서 논 적이 별로 없네.[SEP]클래식 음악을 좋아하니?,1
"조식은 포함된 가격인가요?[SEP]조식은 인당 만 오천 원씩인데 다섯 분, 만 원씩 해서 오만 원으로 해드릴게요[SEP]공항까지 셔틀버스 운영하나요?[SEP]픽업 서비스 말씀이신가요?[SEP]네, 공항 픽업 서비스요",5
조식 이용하는 시간은 몇 시부터 몇 시까지인가요?[SEP]조식은 아침 여덟시부터 열시까지 이용하시면 돼요[SEP]묵게 되면 이용할 수 있는 다른 시설 같은 거 있나요?[SEP]지하에 간단한 놀이 시설 같은 게 있어요[SEP]노래방 말씀하시는 거예요?,5
전 사람들과 같이하는 것을 좋아해요.[SEP]제가 필요한 게.[SEP]당신처럼 전 경쟁이 필요해요.[SEP]경쟁할 사람이 있어야 해요.[SEP]안 그러면 뭘 하고 싶지가 않아요.,3
약간 하늘색 같은 거예요[SEP]저거 색상은 이거 한 개뿐이에요?[SEP]저 디자인 하나밖에 안 남았어요[SEP]가격이 얼마예요?[SEP]2만 3천 원인데 지금 현금이나 계좌이체로 하시면 50% 세일돼요,2
우리가 모든 걸 경험할 필요는 없다는 건 확실해.[SEP]경험은 정말 멋지지만.[SEP]동의해.[SEP]그건 내가 가져가서 좀 더 생각해 볼게.[SEP]말했던 것처럼 내 아내는 몇 년 전에 박사학위를 끝냈어.,6
사계절 신는 거라 추운 건 아닙니다[SEP]이 단화는 얼마인데요?[SEP]삼만 삼천 원인데 현금하시면 삼만 원까지 해드려요[SEP]세일하는 거에요?[SEP]그런 건 사계절용이라서 안되고 계절상품을 세일하죠,2
"포장 떡들은 언제까지 먹을 수 있어요?[SEP]여기 없는 것들은 포장해서 파는 게 아닌가요?[SEP]언제부터 여기서 장사 하셨어요?[SEP]여기서 엄청 오래 된 것 같은데, 얼마나 되셨죠?[SEP]최근에 오픈 한 거 맞나요?",5
나도 그걸 알긴 아는 데 모두가 재활용하려 하는 게 참 흥미로운 점이야.[SEP]그건 돈벌이가 되는 직업을 창출한다고 생각해.[SEP]그건 자원으로부터 일자리를 빼앗는 거야.[SEP]일반적으로 플라스틱은 썩질 않으니까 그게 좋다고 생각해.[SEP]나도 그래.,4
우린 보통 큰돈에 관해 이야기하진 않아.[SEP]여기선 뭔가 좋은 일을 한 것 같은 기분이 들지.[SEP]다시 일하고 세금을 내고를 반복하지.[SEP]세금에서 공제할 수 있는 금액이 별로 많지 않아.[SEP]아주 완벽히 맞는 말이야.,4
맞아.[SEP]목사 내외가 왔을 때는 애플 팬 파이를 만들었어.[SEP]목사 부인은 그걸 먹지 않았어.[SEP]정말 사과를 구운 거지 브라우니가 아니었지.[SEP]퍼지 브라우니보다는 애플 팬 파이가 열량이 낮다고 생각했지.,1
이건 이만 팔천 원이고요 이건 지갑인데 삼만 칠천 원이요[SEP]완전 지갑 색깔은 그거 밖에 없고?[SEP]뒤에 다른 색깔도 있어요[SEP]안에 어떤식으로 되어있나 볼 수 있을까요?[SEP]저 디자인이에요,2
그런 건 얼마 해요?[SEP]사만 팔천 원이요[SEP]귀 안 뚫고 할 수 있는 이렇게 무는 건 없어요?[SEP]있는데 루비 칼라는 아니에요[SEP]그런 건 어떤 건데요 그냥 볼게요,2
체크인은 10시부터예요[SEP]체크인 시간보다 2시간 전인데 안 될까요?[SEP]원칙에 따라야 해서 체크인이 불가능하세요[SEP]가져온 짐만 프런트에 맡길 수 있을까요?[SEP]맡기시는 분 성함과 전화번호 알려주세요,5
포장은 안 해주셔도 될 것 같은데요?[SEP]이 코너에 있는 제품만 행사하는 건가요?[SEP]빼빼로데이 행사제품 뭐예요?[SEP]기존 제품이랑 행사제품 차이가 있나요?[SEP]이 제품 행사 왜 들어간 건가요?,5
이것은 그 당시 일종의 이직이었어요. [SEP]저는 이직을 하기 위해 기꺼이 하프 타임으로 일을 했죠.[SEP]실제로 그렇게 했어요.[SEP]제 은행 계좌는 그 때 말이죠.[SEP]월 말에 저는 파산할 정도였어요.,0
"아 그렇구나.[SEP]그들은 발판을 갖고 있네.[SEP]아주 좋은 발판이겠네.[SEP]그래, 일단 그곳에 들어가면 쉽게 넓힐 수 있으니까.[SEP]하지만 1992년 후에 들어가는 게 더 어려워.",6
"다시 얼릴 수 있는거지.[SEP]야, 그거 괜찮네.[SEP]아주 괜찮아.[SEP]진짜 괜찮아.[SEP]내가 만들기 싫어하는 디저트 중 하나가 그거거든.",1
"네, 조금요.[SEP]당신은, 음.[SEP]저 밑에 지방은 좀 더 더울 거예요. 맞죠?[SEP]네.[SEP]저랑 제 아내는 플로리다에 갔던 마지막 날 부모님이랑 형제자매를 만나러 갔어요.",6
"어쨌든 취미에 대한 아이디어가 바닥이 났네.[SEP]오, 알았어.[SEP]얘기 즐거웠어.[SEP]전화 고마워.[SEP]알았어.",1
마블이라고 종이를 말아가지고 하는 거예요[SEP]제일 큰 거는 얼마인데요?[SEP]세트에 7만 원이요[SEP]스카프 좀 보려구요[SEP]네 천천히 보세요,2
VCR도 가지고 있어.[SEP]그래서 영화를 빌려 보는 걸 좋아해.[SEP]지금 영화 채널을 보고 있어서 거기서 영화를 몇 개 녹화했어.[SEP]지금 녹화 테이프로 컬렉션을 만들고 있는 중이야.[SEP]그래서 내가 부모님 집에 갈 때마다 그러셔.,1
기본적으로 내가 한 거는 내부를 전부 다시 한 거야.[SEP]엔진은 꽤 괜찮아서 많이 작업하지 않았지.[SEP]차의 내부 전체와 외관 일부를 작업했지.[SEP]그냥 하는 거지.[SEP]차는 어디서 샀어?,1
총 몇 분이 이용하실 건가요?[SEP]성인 2명에 어린이 2명입니다[SEP]스탠더드룸과 스위트룸 중에 어떤걸로 예약 도와드릴까요?[SEP]스탠더드룸으로 해 주세요[SEP]예약 되셨어요,5
모직이나 자켓은 드라이 해주셔야돼요[SEP]손빨래도 가능한가요?[SEP]네 두 번째부턴 드라이 해주셔야 합니다[SEP]네[SEP],2
"바다전망이니 마음에 드실 거예요[SEP]현금 결제도 가능한가요?[SEP]네, 현금 결제 가능해요[SEP]엘리베이터는 어디에 있나요?[SEP]오른쪽 복도를 따라가시면 돼요",5
게임 부팅이 안되는데 어떻게 해야해요?[SEP]갑자기 게임 튕겼는데 뭔가요?[SEP]영수증은 버려주실래요?[SEP]영수증 그냥 뽑지 않으셔도 될 것 같은데요?[SEP]영수증은 어디에 버려요?,2
모든 빵이 다 단체주문 가능한가요?[SEP]단체주문 하려면 언제 말씀드려야 하나요?[SEP]단체 주문은 매장에서 하면 되나요?[SEP]봉투값은 따로 드려야하나요?[SEP]봉투값이 얼마인가요?,5
